time,SP,PV,CO,PV_filtered,Filtered_PV
793,30,31.968,5.8254,31.333,30.395822189711563
794,30,30.313,9.1801,30.49713311655155,30.387943735377657
795,30,29.236,9.9589,29.772666666666662,30.278365177433145
796,30,29.769,7.1557,29.484333333333336,30.229911854674306
797,30,29.448,7.8392,29.79133333333333,30.155532550509037
798,30,30.157,6.1599,29.33533333333333,30.15567214152736
799,30,28.401,10.52,28.79133333333333,29.988759090977243
800,30,27.816,9.8927,28.001,29.782075551982985
801,30,27.786,9.0138,28.22066666666667,29.59219902084938
802,30,29.06,6.4815,29.032666666666668,29.54157363051724
803,30,30.252,5.5663,29.39833333333333,29.6091528834815
804,30,28.883,9.7618,29.536999999999995,29.540077647100212
805,30,29.476,7.6001,29.798666666666666,29.533982265919622
806,30,31.037,4.5656,30.38733333333333,29.67695671059731
807,30,30.649,7.5474,31.00433333333333,29.769422252655637
808,30,31.327,6.2789,31.417,29.91758671433788
809,30,32.275,4.8836,31.331333333333333,30.14183546919343
810,30,30.392,9.5053,31.402,30.165632350666694
811,30,31.539,5.3362,31.212333333333333,30.296273841149088
812,30,31.706,6.0735,31.30366666666667,30.43037393201238
813,30,30.666,8.4468,30.45280537178279,30.45278784334439
814,30,28.932,10.501,29.888,30.30812301840952
815,30,30.066,6.2945,29.56866666666666,30.28509108517557
816,30,29.708,7.564,29.640666666666664,30.230195340727214
817,30,29.148,8.4092,29.510666666666665,30.12725159338153
818,30,29.676,7.2085,29.582,30.084326320771144
819,30,29.922,6.6924,29.93466666666667,30.068885042173704
820,30,30.206,6.4921,29.57333333333333,30.081928091838193
821,30,28.592,10.557,29.166666666666668,29.940198798357443
822,30,28.702,9.0723,28.590666666666664,29.822415234277244
823,30,28.478,8.8789,28.567000000000004,29.694527840017976
824,30,28.521,8.5637,29.150094236228043,29.582896095803704
825,30,31.31,2.8675,29.954576754075067,29.747186719928784
826,30,29.693,9.0467,30.043000000000003,29.742032212423613
827,30,29.126,9.2616,29.96633333333333,29.68343219628427
828,30,31.08,4.3213,30.44366666666667,29.816280599642038
829,30,31.125,6.3902,30.584,29.94077243048499
830,30,29.547,10.186,30.087333333333333,29.903314858760183
831,30,29.59,8.5644,29.70733333333333,29.873510807267795
832,30,29.985,7.332,29.722,29.884116208027223
833,30,29.591,7.7931,30.046666666666667,29.85623355160976
834,30,30.564,5.9895,30.221,29.923559779787638
835,30,30.508,7.2149,30.453333333333333,29.97915461013293
836,30,30.288,7.2813,30.109333333333336,30.008533503745603
837,30,29.532,8.7102,29.85,29.96320329138452
838,30,29.73,7.9234,29.724666666666668,29.941019846487837
839,30,29.912,7.4934,30.114666666666665,29.938259335855026
840,30,30.702,6.0509,30.267333333333337,30.010910106939043
841,30,30.188,7.8749,29.963,30.027755769198585
842,30,28.999,9.77,29.938,29.929895456924807
843,30,30.627,5.3243,30.412666666666667,29.996207472191514
844,30,31.612,4.6464,31.027666666666665,30.14990961032305
845,30,30.844,7.6664,30.81833333333333,30.215934904482936
846,30,29.999,8.9304,30.715333333333334,30.195298988620884
847,30,31.303,5.1931,30.749666666666663,30.300668960897188
848,30,30.947,6.8034,31.07933333333333,30.36215115056025
849,30,30.988,6.8194,30.68233333333333,30.42168497352979
850,30,30.112,8.8162,29.91133333333333,30.39222621458671
851,30,28.634,10.494,29.413,30.22497508311414
852,30,29.493,6.7314,29.361666666666665,30.15534601044709
853,30,29.958,6.4598,29.890666666666664,30.136573486601726
854,30,30.221,6.7663,30.012,30.144604552101146
855,30,29.857,7.6485,30.078666666666667,30.117246191523588
856,30,30.158,6.8238,29.56566666666667,30.121122894374988
857,30,28.682,10.064,29.25633333333333,29.984226441338723
858,30,28.929,8.4316,29.10033333333333,29.883848108443054
859,30,29.69,7.0587,29.351333333333333,29.86540832225289
860,30,29.435,7.9611,29.811,29.824465764182268
861,30,30.308,5.9629,29.455,29.870461920635464
862,30,28.622,10.363,29.355666666666668,29.751702077849373
863,30,29.137,7.9246,29.320666666666668,29.693228590657615
864,30,30.203,5.8219,30.171333333333337,29.741720556195123
865,30,31.174,5.2671,30.329666666666665,29.877966026529883
866,30,29.612,9.6382,29.94966666666667,29.85266602900889
867,30,29.063,9.4123,29.750333333333334,29.777549109615084
868,30,30.576,5.4861,29.39133333333333,29.853501688261826
869,30,28.535,10.748,29.721855535622787,29.728079318045307
870,30,31.776,2.8009,30.68592792781993,29.922887613122125
871,30,30.265,8.6147,30.779,29.95543102722971
872,30,30.296,7.4458,29.97266666666667,29.98782762419074
873,30,29.357,9.0443,29.71033333333333,29.927820195661496
874,30,29.478,8.2298,29.567,29.88503108464754
875,30,29.866,7.375,30.17833333333333,29.88322075420539
876,30,31.191,4.6737,30.195000000000004,30.00762315291886
877,30,29.528,9.9192,30.30733333333333,29.96199903792125
878,30,30.203,6.5101,29.47233333333333,29.98492423563429
879,30,28.686,10.423,29.621666666666663,29.861364169071383
880,30,29.976,6.346,29.528666666666663,29.87226889354372
881,30,29.924,7.4728,29.742,29.877189811008925
882,30,29.326,8.8559,30.138,29.82475792324466
883,30,31.164,4.5165,30.26,29.952153221298307
884,30,30.29,7.6353,30.11966666666667,29.98429086976097
885,30,28.905,10.67,30.075,29.88162340998932
886,30,31.03,4.4506,30.253666666666664,29.990862643509136
887,30,30.826,6.9837,30.542666666666666,30.070305019381653
888,30,29.772,9.0497,30.241,30.041928777688966
889,30,30.125,7.3349,29.98633333333333,30.049830921229464
890,30,30.062,7.6999,30.139333333333337,30.05098850389799
891,30,30.231,6.9556,30.33866666666667,30.068112083418846
892,30,30.723,6.1929,30.877333333333336,30.130408245384363
893,30,31.678,5.2514,30.534,30.277622790287467
894,30,29.201,10.791,30.235000000000003,30.175209131367552
895,30,29.826,7.434,29.61133333333333,30.141990639994127
896,30,29.807,7.739,29.461666666666662,30.110124681503166
897,30,28.752,9.7427,29.163666666666668,29.980933177146245
898,30,28.932,8.3773,28.97433333333333,29.88115349051584
899,30,29.239,7.5596,29.379,29.820068689836148
900,30,29.966,6.1862,29.892,29.83395039432883
901,30,30.471,6.0007,30.086,29.894549688360915
902,30,29.821,8.6374,30.435666666666663,29.88755327999448
903,30,31.015,5.4943,30.09166666666667,29.994801561263163
904,30,29.439,9.8162,29.98033333333333,29.94193098111581
905,30,29.487,8.595,29.71066666666667,29.898655707034294
906,30,30.206,6.7366,30.57733333333333,29.927891808921352
907,30,32.039,3.571,31.02866666666667,30.128710810873223
908,30,30.841,7.8919,30.888666666666666,30.196467264410767
909,30,29.786,9.1681,30.294666666666668,30.157421597911426
910,30,30.257,7.2164,30.136,30.16689398564025
911,30,30.365,6.8358,30.747,30.185738804798504
912,30,31.619,4.7649,30.71033333333333,30.322077664158265
913,30,30.147,9.0867,30.226777846980447,30.30542341501608
914,30,28.917,10.238,29.493333333333336,30.17334974599788
915,30,29.416,7.2368,29.43766666666667,30.101306910503936
916,30,29.98,6.5551,30.02333333333333,30.089767600107525
917,30,30.674,5.9433,30.566666666666663,30.145342661561106
918,30,31.046,5.9912,30.127666666666663,30.231017620604067
919,30,28.663,11.33,29.092400818609352,30.081860066792593
920,30,28.057,10.025,28.917666666666666,29.889245410933707
921,30,30.033,5.183,29.829009067868757,29.90292005500183
922,30,31.17,4.9091,30.525666666666663,30.023450935902705
923,30,30.374,7.8646,30.651,30.056796888272494
924,30,30.409,7.2352,30.62833333333333,30.090300181794046
925,30,31.102,5.6336,30.24679590558229,30.186538048060484
926,30,27.977,12.699,29.06109649929487,29.976355913643452
927,30,31.469,3.1642,30.429644142007703,30.11834356589084
928,30,29.709,9.4616,30.899,30.079404791125526
929,30,31.519,4.1151,30.32,30.2163461730417
930,30,29.732,9.1959,30.113,30.170272781123426
931,30,29.088,9.3994,29.74466666666667,30.067321667266096
932,30,30.414,5.6576,29.747333333333334,30.100299416616966
933,30,29.74,7.94,30.463666666666665,30.066025962724538
934,30,31.237,5.0949,30.457,30.177414776652196
935,30,30.394,7.4158,30.647666666666662,30.198017429123553
936,30,30.312,7.6698,30.244,30.2088600122844
937,30,30.026,7.5922,30.12633333333333,30.191465467883955
938,30,30.041,7.5577,29.859333333333336,30.177152451991937
939,30,29.511,8.6966,29.79233333333333,30.11378475197441
940,30,29.825,7.1541,29.82733333333333,30.086314124975996
941,30,30.146,6.6828,29.616,30.091991739180514
942,30,28.877,9.5541,29.811,29.97641574479373
943,30,30.41,5.2893,29.517666666666667,30.017660413238733
944,30,29.266,9.0507,30.114666666666665,29.946158775079578
945,30,30.668,5.3131,29.544,30.014823865276668
946,30,28.698,10.53,30.12333333333333,29.889561097840694
947,30,31.004,4.3284,29.51265915094254,29.99557201145172
948,30,28.484,11.259,29.6,29.851783841806554
949,30,29.312,7.4403,29.593333333333334,29.800436945972688
950,30,30.984,4.5949,30.424000000000003,29.913023289136575
951,30,30.976,6.0042,30.448,30.014138865816047
952,30,29.384,10.06,29.989666666666665,29.954196955373455
953,30,29.609,7.7655,29.70733333333333,29.92136012192841
954,30,30.129,6.9496,30.06,29.941111849128347
955,30,30.442,6.2793,30.67833333333333,29.988758795396965
956,30,31.464,5.2645,30.83566666666667,30.12909099987545
957,30,30.601,7.9004,30.32933333333333,30.173981306690422
958,30,28.923,10.437,30.070666666666668,30.054981807502433
959,30,30.688,4.8978,29.92866666666667,30.11519761367094
960,30,30.175,7.7589,29.863333333333333,30.120886311004263
961,30,28.727,10.345,29.33933333333333,29.988292984431443
962,30,29.116,7.9939,29.51033333333333,29.90531618235024
963,30,30.688,4.5285,29.344000000000005,29.979768919433315
964,30,28.228,11.098,28.992115323986116,29.813132037658363
965,30,28.275,9.2494,28.941739724195006,29.6668173475927
966,30,30.893,3.7642,29.608,29.783457876726985
967,30,29.656,8.268,30.109333333333336,29.77133345614855
968,30,29.779,7.6754,30.126,29.772062735534217
969,30,30.943,5.6165,30.454,29.88344805145122
970,30,30.64,7.3208,30.32333333333333,29.95541499652507
971,30,29.387,9.4776,30.49233333333333,29.90134456433262
972,30,31.45,4.4934,30.633,30.048660291812777
973,30,31.062,6.9358,30.49766504852738,30.145054152485727
974,30,28.883,10.964,29.535,30.025001349705448
975,30,28.66,9.4476,29.386,29.895155702822354
976,30,30.615,4.5562,29.789,29.96363083542373
977,30,30.092,7.2121,30.10433333333333,29.97584194218772
978,30,29.606,8.3807,29.959333333333333,29.940660756294953
979,30,30.18,6.8671,29.253,29.963427883177353
980,30,27.973,11.38,29.024,29.774088586098213
981,30,28.919,7.5451,29.20526311527965,29.69274835106604
982,30,31.015,4.1039,29.961,29.8185274359989
983,30,29.949,8.5728,30.456666666666667,29.830938628469056
984,30,30.406,6.6763,30.151,29.88564129656534
985,30,30.098,7.7279,29.723,29.905841901659745
986,30,28.665,10.561,29.83233333333333,29.78780691258415
987,30,30.734,4.7679,29.813666666666663,29.877813456195504
988,30,30.042,8.3124,30.409,29.893431688363844
989,30,30.451,6.8677,29.824,29.946470330502574
990,30,28.979,9.7493,29.470333333333333,29.854439790802804
991,30,28.981,8.7785,29.738,29.771353898855008
992,30,31.254,3.6269,30.64669256848206,29.912390493539263
993,30,31.544,5.3378,31.22666666666667,30.067597220530935
994,30,30.882,7.9498,30.47341466581175,30.14506722138212
995,30,28.576,11.583,30.049333333333333,29.995809824378533
996,30,30.69,5.0469,29.786666666666672,30.061844610668604
997,30,30.094,7.7463,30.488333333333333,30.06490338956975
998,30,30.681,6.5498,30.89933333333333,30.12350953156445
999,30,31.923,4.5566,30.819666666666667,30.294685921964646
1000,30,29.855,9.6015,29.80246665553528,30.252860832945352
